customer_id,First name,Last name,gender,language,agree_for_promo,autopay_card,customer_category,status,data_of_birth,customer_since,email,region,termination_date,MSISDN
354,Jack,Levesque,male,English,0,No,business,active,24.04.1980,01.05.2020,Jack.Levesque8277@gmx.com,Alberta,2020-02-27,+14034233811
355,Jackson,Martin,male,English,0,No, physical,active,09.12.1962,09.11.2021,Jackson.Martin59649@aol.com,Quebec,,+18196218345
356,Charlie,Bouchard,female,French,1,Yes, physical,active,26.05.2003,09.06.2021,Charlie.Bouchard50019@gmail.com,Ontario,2020-06-02,+19058403520
357,Mason,Mitchell,male,French,1,Yes, physical,active,17.04.1989,01.06.2020,Mason.Mitchell12845@hotmail.com,Nova Scotia,,+17825955443
358,Chloe,Morin,female,English,1,Yes,business,active,05.07.1979,24.07.2021,Chloe.Morin16242@gmx.com,Ontario,,+14169817049
359,Olivia,Peters,female,English,1,No, physical,active,10.11.1998,10.08.2020,Olivia.Peters24148@yahoo.com,British Columbia,,+12502437351
360,Jackson,Cameron,male,English,1,Yes, physical,active,26.02.1953,27.01.2020,Jackson.Cameron48406@aol.com,Quebec,,+14509345125
361,William,Beaulieu,male,Chinese,0,No, physical,active,30.08.1984,22.03.2020,William.Beaulieu46199@hotmail.com,Quebec,2021-11-16,+14388458653
362,Charlie,Khan,female,English,1,No, physical,active,24.11.1947,08.12.2020,Charlie.Khan31400@gmail.com,Nova Scotia,,+17822658418
363,Henry,Reynolds,male,French,1,Yes, physical,active,14.08.1976,08.11.2020,Henry.Reynolds23420@aol.com,Manitoba,,+14312082119
364,Liam,Campbell,male,French,1,No, physical,active,29.12.1977,06.09.2020,Liam.Campbell17963@hotmail.com,Quebec,,+18739336174
365,Mia,Michaud,female,English,1,No,business,active,27.12.1963,23.11.2020,Mia.Michaud64694@yahoo.com,British Columbia,,+17784528771
366,Mia,Robinson,female,English,1,No, physical,active,21.05.1982,16.10.2020,Mia.Robinson71294@mail.com,Ontario,2021-03-02,+12493947206
367,Ellie,Murphy,female,English,1,No, physical,inactive,25.07.1944,13.11.2020,Ellie.Murphy17852@hotmail.com,Quebec,,+18199843912
368,Abigail,Reynolds,female,Chinese,0,Yes, physical,active,02.12.1968,15.05.2020,Abigail.Reynolds91414@gmail.com,Ontario,,+19051615672
369,Avery,Chen,female,English,1,Yes, physical,active,29.08.1960,03.09.2021,Avery.Chen93203@mail.com,Quebec,2021-03-08,+14387567493
370,Elliot,Morrison,male,English,1,No, physical,active,13.05.1941,09.02.2021,Elliot.Morrison40900@mail.com,Quebec,2021-05-18,+15811169171
371,Charlie,Lapointe,female,English,1,No, physical,active,20.02.1990,13.03.2021,Charlie.Lapointe72903@gmx.com,Ontario,,+14375861241
372,Liam,Evans,male,English,0,Yes, physical,inactive,23.02.1964,19.05.2020,Liam.Evans47133@gmail.com,Quebec,,+14382948128
373,Ethan,Martin,male,English,0,No, physical,active,01.02.1951,27.09.2020,Ethan.Martin11559@aol.com,Manitoba,,+14317829293
374,James,Jackson,male,English,1,No, physical,active,07.09.1967,31.08.2020,James.Jackson31639@aol.com,Quebec,,+14186970657
375,Olivia,Gauthier,female,English,1,No, physical,active,18.08.1985,20.11.2020,Olivia.Gauthier9247@gmx.com,Alberta,,+18256364442
376,Ava,Gill,female,English,1,No,business,inactive,06.03.2000,04.04.2020,Ava.Gill18730@gmx.com,Ontario,,+16139856117
377,Levi,Belanger,male,English,0,No, physical,active,23.02.1966,07.10.2021,Levi.Belanger83639@yahoo.com,Quebec,,+18734358304
378,Mila,Pelletier,female,English,1,No, physical,active,08.08.1990,26.08.2020,Mila.Pelletier95571@hotmail.com,Quebec,,+15814934677
379,Olivia,Lin,female,French,0,Yes, physical,active,17.09.1950,03.03.2020,Olivia.Lin47988@aol.com,Quebec,,+15799692780
380,Alexander,Martin,male,English,0,No, physical,active,24.10.1971,19.01.2021,Alexander.Martin3271@gmail.com,Ontario,,+15199642915
381,Jackson,Mitchell,male,French,0,No, physical,active,29.11.1970,26.12.2020,Jackson.Mitchell99151@mail.com,Ontario,2021-07-29,+14376983655
382,Lucas,Rogen,male,English,1,No, physical,active,26.12.1995,01.08.2021,Lucas.Rogen15842@mail.com,Ontario,,+12265959487
383,Leo,Gagnon,male,English,0,No, physical,active,19.08.1944,03.01.2020,Leo.Gagnon40503@gmail.com,Ontario,2020-10-16,+15191708655
384,Isla,Peters,female,English,1,No, physical,active,29.08.1949,25.03.2021,Isla.Peters41882@yahoo.com,Ontario,2021-03-27,+12269158245
385,Leah,Beaulieu,female,English,0,No, physical,active,24.04.1980,18.10.2020,Leah.Beaulieu5536@aol.com,Alberta,,+17808663815
386,Mia,Anderson,female,English,1,No, physical,active,09.03.2003,10.09.2021,Mia.Anderson74682@aol.com,Quebec,2021-09-12,+14183686676
387,Zoey,Michaud,female,French,0,No,business,active,23.01.1986,14.02.2021,Zoey.Michaud11079@gmx.com,Nova Scotia,,+19023241002
388,Olivia,Lapointe,female,English,1,Yes, physical,active,19.03.1941,13.03.2021,Olivia.Lapointe57620@hotmail.com,Alberta,,+15871352185
389,Owen,Bouchard,male,English,0,No,business,active,04.03.2001,14.09.2021,Owen.Bouchard11096@gmx.com,Ontario,,+15488253958
390,Everly,Lewis,female,French,0,Yes, physical,active,03.02.1991,28.04.2021,Everly.Lewis38330@gmx.com,Saskatchewan,2020-03-20,+13069053478
391,William,Levesque,male,English,0,No,business,active,15.01.1958,16.06.2021,William.Levesque54022@hotmail.com,Ontario,,+12263274947
392,Nora,Peters,female,English,0,No, physical,active,25.03.1955,22.01.2020,Nora.Peters6656@yahoo.com,Ontario,,+15192574788
393,Everly,Gauthier,female,English,1,Yes, physical,active,28.12.1975,16.01.2021,Everly.Gauthier39692@hotmail.com,Alberta,,+18255490995
394,Lucas,Chen,male,French,1,Yes, physical,active,19.01.1944,08.02.2021,Lucas.Chen22396@gmx.com,British Columbia,,+16729804012
395,Ellie,Girard,female,French,1,No, physical,active,22.08.1954,23.09.2020,Ellie.Girard65847@hotmail.com,British Columbia,,+17784860422
396,Abigail,Ouellet,female,French,1,No, physical,active,23.02.1950,27.05.2020,Abigail.Ouellet38896@yahoo.com,Quebec,,+14503614111
397,Oliver,Nguyen,male,English,1,No, physical,inactive,26.08.1987,25.04.2021,Oliver.Nguyen89807@yahoo.com,Saskatchewan,,+16398088336
398,Jacob,Evans,male,English,0,No, physical,active,25.09.2001,21.03.2020,Jacob.Evans43401@gmx.com,Ontario,,+15199727621
399,Mateo,Landry,male,English,0,Yes, physical,active,29.03.1973,03.06.2020,Mateo.Landry71229@yahoo.com,Ontario,,+13656671143
400,Lucas,Harris,male,English,0,No, physical,active,24.09.1978,30.07.2021,Lucas.Harris72517@hotmail.com,Ontario,,+14164207459
401,Charlie,Fortin,female,English,1,Yes, physical,active,28.07.1987,30.09.2021,Charlie.Fortin53560@gmx.com,British Columbia,,+17781217756
402,Riley,Davis,female,English,1,No,business,active,30.01.1967,08.04.2020,Riley.Davis52493@hotmail.com,British Columbia,,+16721202028
403,Ella,Landry,female,English,1,No, physical,active,30.06.2000,24.01.2020,Ella.Landry22334@gmx.com,Alberta,2020-07-12,+18259119311
404,Jack,Patel,male,French,0,Yes, physical,active,25.10.1993,29.04.2021,Jack.Patel5958@gmx.com,Manitoba,,+14317111183
405,Chloe,Campbell,female,English,0,Yes, physical,active,28.01.1947,16.10.2020,Chloe.Campbell57419@gmx.com,Manitoba,,+12047638017
406,Isla,Chen,female,English,1,No, physical,active,25.01.1979,18.02.2021,Isla.Chen16615@mail.com,British Columbia,,+12364500413
407,Emma,Fortin,female,English,0,Yes, physical,active,11.06.1954,28.01.2020,Emma.Fortin56576@hotmail.com,Quebec,2020-09-30,+15796845685
408,Ellie,Lewis,female,English,1,No, physical,active,19.09.1954,01.10.2020,Ellie.Lewis48375@hotmail.com,Ontario,,+19055420805
409,Lucas,Morrison,male,English,0,Yes, physical,active,29.12.1996,21.09.2021,Lucas.Morrison50337@gmx.com,Alberta,,+15877175872
410,Amelia,Michaud,female,English,0,Yes, physical,active,19.09.1986,29.08.2020,Amelia.Michaud11672@hotmail.com,Ontario,,+14379795021
411,Ethan,Morrison,male,English,1,No, physical,active,06.07.1980,07.08.2020,Ethan.Morrison65209@hotmail.com,Ontario,,+14163952620
412,Ethan,Johnston,male,English,0,No, physical,active,25.11.1953,29.03.2020,Ethan.Johnston85786@aol.com,Quebec,,+18191828889
413,Mateo,Anderson,male,English,1,Yes, physical,inactive,10.09.1996,10.02.2021,Mateo.Anderson76477@yahoo.com,Ontario,,+12499250871
414,Mila,Beaulieu,female,English,1,Yes, physical,active,05.05.1963,26.01.2021,Mila.Beaulieu76455@mail.com,British Columbia,2021-01-21,+16047694943
415,James,Nguyen,male,English,0,Yes, physical,inactive,05.01.1993,08.10.2021,James.Nguyen74876@mail.com,Ontario,2018-11-20,+14161655565
416,Isabella,King,female,English,1,Yes,business,active,04.01.1983,05.12.2020,Isabella.King47497@gmx.com,Quebec,2020-04-05,+15812247381
417,William,Levesque,male,English,1,Yes, physical,active,25.05.1970,30.07.2020,William.Levesque3135@aol.com,Quebec,2020-05-07,+15149974756
418,Chloe,Johnson,female,English,0,Yes, physical,active,19.02.1980,21.05.2020,Chloe.Johnson10401@hotmail.com,Quebec,2020-03-14,+18196809169
419,Ethan,Reynolds,male,English,1,No, physical,active,30.04.1971,13.04.2021,Ethan.Reynolds73300@gmx.com,New Brunswick,2020-02-05,+15066052552
420,Avery,Bouchard,female,French,1,Yes, physical,active,02.06.1998,05.03.2020,Avery.Bouchard32321@gmail.com,Ontario,,+14163058950
421,Jack,Lin,male,English,0,Yes, physical,active,02.11.1994,05.06.2020,Jack.Lin69142@hotmail.com,Ontario,,+14373076390
422,Benjamin,Cameron,male,English,0,Yes, physical,inactive,07.02.1955,14.12.2021,Benjamin.Cameron25295@mail.com,Manitoba,,+12048161916
423,Jackson,Leblanc,male,English,1,Yes, physical,active,30.05.1970,05.10.2021,Jackson.Leblanc96372@mail.com,British Columbia,,+12501965533
424,Chloe,Beaulieu,female,Chinese,0,No,business,active,08.12.1953,25.09.2020,Chloe.Beaulieu67909@yahoo.com,Alberta,,+17805184369
425,Leo,Harris,male,English,0,No, physical,active,12.11.1996,25.05.2021,Leo.Harris98438@mail.com,Quebec,,+18735617516
426,Benjamin,Cote,male,English,0,Yes, physical,active,27.03.1994,21.03.2021,Benjamin.Cote14489@gmail.com,Ontario,2020-08-31,+15195055665
427,Ethan,Mitchell,male,English,1,Yes, physical,active,11.02.1969,03.06.2021,Ethan.Mitchell28730@hotmail.com,Saskatchewan,2019-04-09,+16393317987
428,Leah,Rogen,female,English,1,No, physical,active,17.05.2003,18.12.2021,Leah.Rogen97463@gmail.com,Quebec,,+18738168634
429,Leo,Mitchell,male,English,1,Yes, physical,active,24.02.1948,11.11.2020,Leo.Mitchell77010@gmail.com,Ontario,,+12497974448
430,Charlie,Grant,female,English,1,Yes, physical,active,30.04.1957,28.08.2020,Charlie.Grant30912@hotmail.com,Quebec,,+14504900590
431,Sophia,Ouellet,female,English,1,Yes, physical,active,06.09.1963,25.12.2021,Sophia.Ouellet18164@gmx.com,Ontario,2020-02-19,+18077914313
432,Benjamin,King,male,English,0,Yes, physical,active,09.05.1976,15.12.2021,Benjamin.King35074@hotmail.com,Ontario,,+13658965690
433,Emma,Johnston,female,English,1,Yes, physical,active,25.11.1989,02.11.2020,Emma.Johnston35011@hotmail.com,Quebec,2019-12-12,+14385984538
434,James,Jackson,male,English,0,Yes, physical,active,06.03.1971,07.12.2020,James.Jackson90805@mail.com,Prince Edward Island,2021-08-18,+19021831053
435,Isabella,Patel,female,English,0,Yes, physical,active,13.07.1986,18.12.2020,Isabella.Patel86290@aol.com,Alberta,,+18252892011
436,James,Pelletier,male,English,0,No, physical,active,27.06.1997,16.11.2020,James.Pelletier53601@gmx.com,Manitoba,2018-11-06,+12046839882
437,Chloe,Belanger,female,French,0,No, physical,active,14.05.1992,24.01.2021,Chloe.Belanger97851@gmail.com,British Columbia,,+12507791235
438,Scarlett,Chen,female,English,1,Yes, physical,active,11.09.1959,20.12.2021,Scarlett.Chen76533@hotmail.com,British Columbia,,+16049498463
439,Oliver,Richard,male,English,1,No, physical,active,30.09.1949,03.11.2021,Oliver.Richard26531@aol.com,Ontario,2020-04-29,+12263169859
440,Emma,Nadeau,female,English,0,No, physical,active,06.06.1950,13.06.2020,Emma.Nadeau9212@aol.com,Manitoba,,+14313156698
441,Liam,Johnston,male,English,1,No, physical,active,03.01.1993,08.10.2021,Liam.Johnston40033@yahoo.com,British Columbia,,+12501355226
442,Everly,Cameron,female,French,1,Yes,business,active,14.01.1953,01.05.2021,Everly.Cameron7645@aol.com,Alberta,,+15873278535
443,Jacob,Cote,male,English,0,No, physical,active,08.12.1991,20.08.2021,Jacob.Cote63528@gmx.com,Ontario,,+13436196628
444,Mateo,Robinson,male,English,1,No, physical,active,04.12.1979,07.05.2021,Mateo.Robinson73447@mail.com,Ontario,2021-02-28,+13653749126
445,Chloe,Fortin,female,English,0,No, physical,active,04.09.1978,05.04.2021,Chloe.Fortin22197@aol.com,New Brunswick,,+15063892376
446,Mateo,Murphy,male,English,0,Yes, physical,active,10.07.1972,17.10.2021,Mateo.Murphy13356@yahoo.com,Alberta,,+15875017218
447,Jack,Harris,male,English,1,No, physical,active,10.05.1979,15.11.2020,Jack.Harris27206@hotmail.com,Ontario,,+12496156965
448,Grayson,Graham,male,English,0,No, physical,active,11.09.1991,04.12.2021,Grayson.Graham19853@gmx.com,British Columbia,,+12504729735
449,Mason,Hall,male,French,0,Yes, physical,active,06.11.1997,13.05.2020,Mason.Hall78354@gmail.com,British Columbia,,+12363708414
450,Henry,Graham,male,English,1,No, physical,active,01.08.1970,31.12.2021,Henry.Graham34070@aol.com,Ontario,,+12491173112
451,Mila,Lin,female,French,0,Yes, physical,active,29.12.1969,22.09.2021,Mila.Lin17185@aol.com,Ontario,2020-06-03,+13432326454
452,Logan,Graham,male,English,0,No, physical,active,20.08.1970,19.07.2020,Logan.Graham85580@gmx.com,Ontario,,+14374647781
453,Amelia,Harris,female,English,1,Yes, physical,active,18.11.1974,15.04.2020,Amelia.Harris45087@yahoo.com,Saskatchewan,,+13068250969
454,Sophia,Morrison,female,English,0,Yes, physical,active,30.03.1982,24.06.2020,Sophia.Morrison9512@aol.com,Ontario,2021-06-04,+18072776101
455,Jacob,King,male,English,0,No, physical,active,20.04.1943,12.02.2021,Jacob.King3338@hotmail.com,Ontario,,+17051531584
456,Theodore,Anderson,male,English,1,No, physical,inactive,10.09.1942,20.10.2021,Theodore.Anderson59284@hotmail.com,Alberta,,+17808645627
457,Ava,Morin,female,English,0,Yes, physical,active,12.11.1972,21.11.2020,Ava.Morin67506@gmail.com,Ontario,2020-05-23,+15192410142
458,Lucas,Gill,male,English,0,No, physical,active,10.02.1965,17.12.2020,Lucas.Gill12347@hotmail.com,Quebec,,+14382607739
459,Noah,Khan,male,English,0,No, physical,active,03.05.1943,19.12.2021,Noah.Khan27658@yahoo.com,New Brunswick,2020-02-04,+15066550724
460,Scarlett,Gauthier,female,English,1,Yes, physical,active,07.07.1990,05.04.2020,Scarlett.Gauthier20127@mail.com,Ontario,,+16475285999
461,James,Beaulieu,male,French,1,No, physical,inactive,12.05.1993,07.10.2021,James.Beaulieu61293@gmx.com,Ontario,,+12266953997
462,Liam,Ouellet,male,English,0,Yes,business,active,01.08.1960,16.04.2021,Liam.Ouellet87598@gmx.com,Ontario,,+19051631409
463,Lucas,Cameron,male,English,0,No, physical,inactive,01.02.1992,30.12.2021,Lucas.Cameron7340@hotmail.com,Ontario,2020-10-02,+16475758715
464,Hannah,King,female,French,1,Yes,business,active,12.06.1977,28.12.2020,Hannah.King59865@gmail.com,Newfoundland and Labrador,2020-10-26,+17095768286
465,Ellie,Nguyen,female,Chinese,1,Yes,business,active,29.06.1999,26.12.2020,Ellie.Nguyen26096@gmx.com,Alberta,,+17805871958
466,Mia,Martin,female,English,0,No, physical,active,24.06.2000,31.08.2021,Mia.Martin75539@gmx.com,Ontario,,+16474076514
467,Logan,Grant,male,English,1,No,business,active,25.09.1965,28.06.2021,Logan.Grant31727@aol.com,Ontario,,+16476664987
468,Aria,Ouellet,female,English,0,No, physical,active,20.09.1976,01.03.2021,Aria.Ouellet34087@mail.com,Ontario,,+15485472249
469,Everly,Grant,female,English,0,Yes, physical,active,09.11.1951,12.10.2020,Everly.Grant28366@gmail.com,Alberta,2021-10-29,+17809889094
470,Ava,Davis,female,English,0,No, physical,active,01.04.1979,04.02.2020,Ava.Davis81402@mail.com,Ontario,,+13435586655
471,Emma,Levesque,female,English,0,No, physical,active,04.06.1968,19.06.2021,Emma.Levesque74262@mail.com,Quebec,2020-11-23,+13679853307
472,Isabella,MacDonald,female,French,1,No, physical,active,25.07.1991,03.05.2020,Isabella.MacDonald46895@gmx.com,Quebec,,+13671063890
473,Ava,Morrison,female,Chinese,0,No, physical,active,17.06.1996,13.01.2021,Ava.Morrison47894@aol.com,Quebec,2021-06-12,+15794956627
474,Leo,Lapointe,male,French,1,Yes, physical,active,24.01.1980,20.03.2020,Leo.Lapointe24921@hotmail.com,Manitoba,,+12044843432
475,Luca,Davis,male,English,0,Yes, physical,active,05.03.1970,18.06.2020,Luca.Davis8263@mail.com,British Columbia,2021-11-13,+16047429093
476,Jacob,Chen,male,English,0,No, physical,active,15.08.1949,17.07.2021,Jacob.Chen15728@aol.com,Ontario,,+15486800579
477,Riley,Peters,female,English,0,No, physical,active,20.02.1957,12.03.2020,Riley.Peters23466@yahoo.com,Quebec,,+15145462979
478,Luca,Anderson,male,English,1,Yes, physical,active,18.01.1978,02.01.2021,Luca.Anderson52123@aol.com,Ontario,2021-05-06,+12492818182
479,Isla,Nguyen,female,English,1,Yes, physical,active,26.06.1954,20.11.2020,Isla.Nguyen90491@yahoo.com,Quebec,,+14386503566
480,Mateo,Ouellet,male,English,0,No, physical,active,01.05.1982,13.12.2020,Mateo.Ouellet88475@hotmail.com,Quebec,,+15817336657
481,Abigail,Bouchard,female,English,0,No, physical,inactive,04.01.1947,20.02.2020,Abigail.Bouchard32735@hotmail.com,British Columbia,,+12368487388
482,Charlie,Lapointe,female,English,0,No, physical,active,27.06.1997,26.10.2020,Charlie.Lapointe31403@gmail.com,Nova Scotia,2020-03-29,+19027247869
483,Chloe,Anderson,female,English,0,No, physical,active,02.04.1995,14.05.2020,Chloe.Anderson63257@gmail.com,Alberta,,+14035776653
484,Hannah,Morrison,female,English,0,Yes, physical,active,23.08.1962,22.10.2021,Hannah.Morrison45674@hotmail.com,Ontario,2020-07-29,+12266111350
485,Lucas,Johnston,male,English,1,No,business,active,30.05.1948,31.08.2021,Lucas.Johnston29947@hotmail.com,Ontario,,+13434340827
486,Mila,Gagnon,female,English,0,No, physical,inactive,20.04.1979,17.01.2021,Mila.Gagnon115@gmx.com,British Columbia,,+16727863002
487,Jack,Patel,male,French,1,No,business,active,10.01.1990,03.04.2021,Jack.Patel57861@gmail.com,British Columbia,2020-06-29,+16728967295
488,Isla,Lavoie,female,English,0,No, physical,active,29.06.1999,29.01.2020,Isla.Lavoie64418@aol.com,Ontario,,+14378872414
489,Aria,King,female,English,0,No, physical,active,29.05.1959,16.01.2021,Aria.King21594@mail.com,Ontario,2021-03-20,+14169929309
490,Mia,Mitchell,female,English,1,Yes,business,active,26.04.1964,11.06.2020,Mia.Mitchell14022@aol.com,Ontario,,+16137226560
491,Leah,Morin,female,English,0,No, physical,active,14.08.1947,21.04.2021,Leah.Morin79083@yahoo.com,Ontario,2021-06-15,+14161091617
492,Jack,Robinson,male,French,0,No, physical,active,30.10.1961,08.09.2021,Jack.Robinson397@yahoo.com,New Brunswick,,+15063982520
493,Ava,Levesque,female,English,1,Yes, physical,active,05.02.1962,27.06.2021,Ava.Levesque16734@gmail.com,British Columbia,,+16729948884
494,Elliot,Cote,male,Chinese,0,Yes, physical,active,03.09.1961,29.06.2020,Elliot.Cote30787@gmail.com,Alberta,2020-06-05,+14037277497
495,Jackson,Lewis,male,English,1,No, physical,active,02.04.1980,16.06.2020,Jackson.Lewis85846@yahoo.com,British Columbia,,+16724790657
496,Liam,Belanger,male,English,0,No, physical,active,23.05.1948,03.06.2020,Liam.Belanger72199@hotmail.com,Ontario,,+15485634045
497,Lucas,Girard,male,English,0,Yes, physical,active,17.07.1962,14.08.2020,Lucas.Girard70432@gmail.com,Quebec,,+15798854944
498,Avery,Nadeau,female,English,0,Yes, physical,active,06.09.1986,03.11.2020,Avery.Nadeau31763@gmx.com,Quebec,2020-05-29,+18199978235
499,Charlie,Cameron,female,English,1,Yes, physical,inactive,29.07.1989,07.08.2021,Charlie.Cameron969@mail.com,Saskatchewan,,+16393858903
500,Elliot,Leblanc,male,French,0,No, physical,active,28.07.1969,13.03.2021,Elliot.Leblanc25038@hotmail.com,Ontario,,+18071476031
501,Owen,Girard,male,English,1,No, physical,active,10.06.1982,08.06.2020,Owen.Girard18311@hotmail.com,Manitoba,2021-10-11,+12042330535
502,Isabella,Landry,female,French,1,No, physical,active,22.03.1969,09.04.2021,Isabella.Landry30696@yahoo.com,Ontario,,+15487043534
503,Ethan,Peters,male,French,0,Yes, physical,active,21.08.1982,31.07.2020,Ethan.Peters72595@gmx.com,Ontario,,+19052455929
504,Miles,Bouchard,male,English,1,No, physical,active,11.01.1978,15.03.2021,Miles.Bouchard48130@gmail.com,Ontario,2020-05-15,+16131886764
505,Charlie,Harris,female,English,1,Yes, physical,active,06.11.1946,15.06.2021,Charlie.Harris92598@hotmail.com,Ontario,2019-03-27,+12496985897
506,Noah,Girard,male,English,0,Yes, physical,active,12.05.1957,01.07.2020,Noah.Girard76344@gmail.com,British Columbia,2020-03-26,+12503816558
507,Leo,Peters,male,English,1,Yes, physical,active,16.07.1958,10.10.2020,Leo.Peters29900@gmail.com,Quebec,,+14183098149
508,Aria,Girard,female,English,1,Yes, physical,active,23.03.1972,22.02.2020,Aria.Girard88392@gmail.com,Ontario,2020-02-24,+16479694870
509,Henry,Gill,male,English,1,Yes, physical,active,24.06.1981,10.03.2021,Henry.Gill14225@mail.com,Quebec,2020-01-02,+15141394384
510,Oliver,Peters,male,English,1,No, physical,active,18.01.1947,31.10.2021,Oliver.Peters57009@aol.com,Nova Scotia,,+17829885966
511,Avery,Lewis,female,English,0,No, physical,active,21.04.1982,30.04.2020,Avery.Lewis83444@hotmail.com,Ontario,,+14161563110
512,Emma,Morin,female,English,1,Yes, physical,active,24.06.1990,23.11.2021,Emma.Morin17985@hotmail.com,Ontario,,+16131674442
513,Owen,Chen,male,English,0,Yes, physical,active,20.01.1978,24.07.2021,Owen.Chen41582@yahoo.com,British Columbia,,+17789089185
514,Mateo,Landry,male,English,1,Yes, physical,active,15.07.1978,18.08.2021,Mateo.Landry16425@gmx.com,Alberta,,+14035143316
515,Grayson,Levesque,male,English,1,Yes, physical,active,13.07.1981,25.09.2020,Grayson.Levesque79210@yahoo.com,Ontario,,+16473265603
516,Benjamin,Cameron,male,English,1,Yes, physical,active,03.04.1951,24.07.2020,Benjamin.Cameron64499@hotmail.com,Ontario,,+13657000420
517,Isla,Nadeau,female,English,1,Yes, physical,inactive,09.06.1981,15.12.2021,Isla.Nadeau21799@yahoo.com,Ontario,,+17053468827
518,Miles,Lavoie,male,English,1,No, physical,active,30.06.2001,20.06.2021,Miles.Lavoie66869@mail.com,Alberta,,+14039321324
519,Isabella,Hall,female,English,0,No, physical,active,16.04.1987,23.03.2021,Isabella.Hall80253@gmail.com,Quebec,,+18192412537
520,Luca,Reynolds,male,English,1,No, physical,active,30.08.1947,04.06.2021,Luca.Reynolds24061@mail.com,Saskatchewan,,+16393623834
521,Nathan,Morin,male,English,1,Yes, physical,active,22.03.1990,04.03.2020,Nathan.Morin38341@aol.com,British Columbia,2021-02-28,+16729819311
522,Amelia,Harris,female,English,1,No, physical,active,25.09.1953,15.03.2021,Amelia.Harris35390@gmx.com,British Columbia,,+12503099343
523,Liam,Ouellet,male,French,1,Yes, physical,active,04.06.1991,26.02.2021,Liam.Ouellet17615@yahoo.com,British Columbia,,+16045420094
524,Mila,King,female,French,1,Yes, physical,active,25.10.1945,24.11.2020,Mila.King57965@gmail.com,Quebec,2020-05-29,+14506479058
525,Logan,Graham,male,English,0,Yes, physical,active,30.07.1984,08.04.2020,Logan.Graham25964@aol.com,British Columbia,,+12368008249
526,Jackson,Khan,male,English,1,No, physical,active,10.03.1982,10.05.2020,Jackson.Khan81082@mail.com,British Columbia,2020-04-25,+12369736629
527,James,Pelletier,male,English,1,Yes, physical,active,17.06.1995,03.06.2021,James.Pelletier19495@gmail.com,Ontario,,+12266526429
528,Jacob,Rogen,male,English,1,No, physical,active,08.05.2000,09.10.2020,Jacob.Rogen92505@aol.com,Alberta,,+14034843053
529,Isla,Levesque,female,English,1,Yes, physical,active,25.02.1977,20.12.2021,Isla.Levesque3163@yahoo.com,Manitoba,2020-01-07,+14317987558
530,Owen,Cameron,male,French,0,Yes, physical,active,22.08.1997,22.12.2020,Owen.Cameron41928@yahoo.com,Ontario,2021-02-28,+13433940913
531,Mila,Cote,female,English,0,Yes, physical,active,09.06.1940,14.10.2020,Mila.Cote45927@gmail.com,Ontario,,+19059413913
532,William,Gill,male,French,0,Yes, physical,active,05.01.2004,10.12.2020,William.Gill70574@gmx.com,Ontario,,+19053968888
533,Nathan,Landry,male,English,1,Yes, physical,active,17.03.1985,18.03.2020,Nathan.Landry80180@gmail.com,Ontario,,+19054587838
534,Jacob,Johnson,male,English,1,Yes, physical,active,05.05.1983,24.01.2021,Jacob.Johnson40732@yahoo.com,Ontario,,+14167258009
535,Noah,Gauthier,male,English,0,No, physical,active,12.12.1945,06.08.2021,Noah.Gauthier96615@gmail.com,British Columbia,,+17783526595
536,Mason,Michaud,male,French,1,Yes, physical,active,07.05.1969,18.04.2021,Mason.Michaud96246@gmx.com,Quebec,2021-06-09,+18196649037
537,Theodore,Gagnon,male,English,0,Yes, physical,active,26.01.2001,12.12.2020,Theodore.Gagnon71548@gmx.com,Saskatchewan,2020-05-24,+13063968799
538,Ellie,Anderson,female,English,1,Yes, physical,active,17.08.1960,22.05.2021,Ellie.Anderson18896@mail.com,Quebec,,+14183959490
539,Owen,Patel,male,French,1,Yes, physical,active,23.07.1963,09.05.2020,Owen.Patel78588@hotmail.com,Quebec,,+15813192530
540,Charlotte,Patel,female,English,1,Yes, physical,active,24.08.1945,07.08.2021,Charlotte.Patel6698@yahoo.com,Ontario,,+15488121102
541,Mason,Martin,male,English,1,No, physical,active,09.10.1963,20.12.2020,Mason.Martin43641@gmail.com,British Columbia,2020-10-17,+16044778284
542,Noah,Khan,male,English,1,No, physical,active,01.02.1986,18.10.2020,Noah.Khan4112@gmx.com,Ontario,,+13651195996
543,Ellie,Robinson,female,English,0,Yes, physical,active,23.07.1954,24.09.2020,Ellie.Robinson62815@gmail.com,Alberta,,+17801887187
544,Nora,Martin,female,English,0,No, physical,active,06.02.1996,08.09.2021,Nora.Martin43126@gmail.com,Alberta,,+14032301933
545,James,Peters,male,French,1,No, physical,active,21.12.1963,28.11.2020,James.Peters90142@gmail.com,Ontario,,+15195305803
546,Miles,Beaulieu,male,English,1,No, physical,active,02.04.1948,02.01.2020,Miles.Beaulieu10320@gmx.com,New Brunswick,,+15063526694
547,Noah,Nadeau,male,English,1,No, physical,active,19.01.1952,14.04.2020,Noah.Nadeau59787@gmx.com,British Columbia,,+16729135308
548,Charlotte,MacDonald,female,English,1,No, physical,active,28.12.1979,02.07.2021,Charlotte.MacDonald83418@hotmail.com,Ontario,,+18077951794
549,Nathan,Robinson,male,English,1,Yes, physical,active,12.04.1988,07.02.2021,Nathan.Robinson17588@mail.com,Ontario,2020-11-28,+15484256957
